Truth    Predicted    Review 
0        1            bring lone gunmen three computer geek conspiracy theorists even briefer appearance

1        0            aliens superior humans mastered ultimate technology shaping matter mind called tuning
 
0        1            still vanish quickly

1        0            city nice look poor story worth watching
 
0        1            2 television show never gives us answers

1        0            blade runner popular visuals story themes thought provoked strong response audience
 
0        1            xfiles get fairly complete history black ooze wants

1        0            unaware exactly going happen
 
0        1            even subtle tieins contemporary ufoology including greys roswell crash 1947

1        0            one man kisses crucifix hangs around neck
 
0        1            xfiles dreadful movie shows fundamental problems writercreator chris carters talents relationship cinema television

1        0            trapped like rats cage proceed blown pieces wake enemy gunfire
 
0        1            approximately fortyfive minutes length television episode minus commercials pace drops snails crawl

1        0            soldier clearly missing arm wanders around bodystrewn beach like lost puppy
 
0        1            extraterrestrials breed gestate like alien series craft looks like leftover set piece independence day

1        0            bends picks arm starts carry probably bothering ask
 
0        1            note alien movies id4 xfiles 20thcentury fox studio beginning cannibalize think

1        0            question story realism justify excessive use
 
0        1            comparing movie television series certain aspects respective media emerge

1        0            ryan ten times worse
 
0        1            avoidance series answer questions raised annoyed frustrated many people

1        0            expect disembowelments sucked skulls heads blown bits arms legs flying across battlefield
 
0        1            television allows impose much little meaning show want

1        0            many theater could bear watch
 
0        1            meaning television open ambiguous nature medium

1        0            captain miller hanks assembles 8 man crew sets find missing solider private ryan whose three brothers already killed battlefield
 
0        1            cinema hand opposite

1        0            government goes great lengths make sure mrs ryan doesnt recieve fourth letter condolences sons person suffer injustice
 
0        1            films fill textual gaps almost never happens american film

1        0            millers crew favor mission begin harbor secret hatred ryan though dont yet know
 
0        1            meaning cinema needs selfcontained determined

1        0            resent trudge bring home one soldier doesnt less right live
 
0        1            xfiles made jump small big screen carter needed take consideration differences medium well

1        0            end extremity gory violence justified importance film
 
0        1            say fans make tv show far truth

1        0            braveheartdosage would fit movie much appropriately would made difference getting nerve see day realizing something doubt could endure
 
0        1            television fan culture must impose meanings text nothing

1        0            masterful work marred excessive gore
 
0        1            true see explicit xfiles nothing

1        0            wyatt earp lot tell little say
 
0        1            views authors copyright held robinsonblackmore 1998

1        0            story legendary lawman runs three hours nine minutes thats long epicwannabe plays like tv miniseries movie
 
0        1            movie review mikel j koven

1        0            story opens earp family farm young wyatt ready run away home
 
0        1            nbsp think saying xfiles one summers anticipated films safe nbsp

1        0            time passes wyatt heads west returns home marry spell begins career law enforcement
 
0        1            nbsp premise movie television series two fbi agents investigate paranormal fox mulder david duchovny avid believer whose quest find truth extraterrestrial life borders paranoid dana scully gillian anderson scientific skeptic trying find rational explanation mulders flights fancy

1        0            time costner brothers madsen david andrews linden ashby arrive tombstone wyatt tried hand everything hunting buffalo dealing cards
 
0        1            nbsp outlining plot xfiles movie virtually impossible since general would result confusion yet specific would give much away nbsp

1        0            moved scene scene scene swelling strings suffocating speeches
 
0        1            nevertheless try nbsp

1        0            still little bit earp goes long way life times legendary lawman uninteresting stuff
 
0        1            black ooze extraterrestrial viruslike substance threatening earth nbsp

1        0            uh unusual relations women example intriguing contrast characters credo nothing counts much blood
 
0        1            mulder scully know truth try expose invasion coverup

1        0            equally amusing buffalohunting skinning
 
0        1            isolated individual text xfiles stand alone nbsp

1        0            sequence decidedly nonpc
 
0        1            although secondary characters histories may confuse uninitiated characters essential film nbsp

1        0            infamous gunfight ok corral brutal brief devoid almost theatrics
 
0        1            bring lone gunmen three computer geek conspiracy theorists even briefer appearance nbsp

1        0            dont look much glorified violence
 
0        1            still vanish quickly

1        0            diverse cast includes everyone betty buckley mackenzie astin
 
0        1            television show never gives us answers nbsp

1        0            kevin costner good title role
 
0        1            xfiles get fairly complete history black ooze wants nbsp

1        0            familiar faces include tom sizemore looking like bruce mcgill bill pullman looking like jeff daniels lea thompson looking like someone lea thompson
 
0        1            even subtle tieins contemporary ufoology including greys roswell crash 1947

1        0            gene hackman isabella rosselini appear disappear like magic late entries catherine ohara jobeth williams surprisingly solid
 
0        1            nbsp xfiles dreadful movie shows fundamental problems writercreator chris carters talents relationship cinema television

1        0            though story score shouldve tried less credits technical tops
 
0        1            approximately fortyfive minutes length television episode minus commercials pace drops snails crawl nbsp

1        0            production designer ida random art director gary wissner costume designer colleen atwood vips helped spend mustve enormous budget
 
0        1            extraterrestrials breed gestate like alien series craft looks like leftover set piece independence day nbsp

1        0            clearly expense spared
 
0        1            note alien movies id4 xfiles 20thcentury fox studio beginning cannibalize think

1        0            naturally core leon gasts kings fight fight
 
0        1            comparing movie television series certain aspects respective media emerge

1        0            decision buck draft vietnam defended admirable fury viet cong ever called nigger ali reasons
 
0        1            nbsp avoidance series answer questions raised annoyed frustrated many people nbsp

1        0            listening films numerous commentators clear geographic location rumble jungle etched imagination anywhere could place map
 
0        1            television allows impose much little meaning show want nbsp

1        0            spike lee tells us event pilgrimage coming home africa
 
0        1            meaning television open ambiguous nature medium

1        0            fair enough homeland specific nation cursed less inspiring reality
 
0        1            nbsp cinema hand opposite nbsp

1        0            newly founded zaire ruled president mobutu brutal dictator
 
0        1            films fill textual gaps almost never happens american film nbsp

1        0            ali respects mobutus ability forge independent african state mailer notes beneath stadium titans battled lay hidden presidents wellstocked torture chambers
 
0        1            meaning cinema needs selfcontained determined

1        0            mailers insights lost films commentators
 
0        1            nbsp xfiles made jump small big screen carter needed take consideration differences medium well nbsp

1        0            george plimpton recalls always felt congo rather newly christened zaire
 
0        1            nbsp say fans make tv show far truth nbsp

1        0            mobutu dubious character benefit heady symbolism black power
 
0        1            television fan culture must impose meanings text nothing nbsp

1        0            africa zaire inspirational leader vicious dictator left undifferentiated unconsidered optimistic celebration black unity
 
0        1            true see explicit xfiles nothing

1        0            little wonder people zaire shocked find alis opponent wasnt white
 
0        1            time duo play foster brothers transit cops

1        0            admittedly issues hinted rather substantially explored
 
0        1            following several runins tyrannical boss robert blake obsessed money train train carries subways takingsand let nothing stop theres original plot device harrelsons character decides try take cash

1        0            audience must consider significance issues time
 
0        1            along way fall love womananother transit cop also hates boss

1        0            much cover much truly worthy celebration protracted political analysis justified
 
0        1            robert blake plays evil boss got pathetic bad guy film history

1        0            course theres always ali consider shamelessly hilariously hams front camera shadow boxing uttering one inspired rhyme another gonna get coz dont get along
 
0        1            final robbery sequence almost trivialised characters definitely aint butch sundance

1        0            doubtlessly considering multifaceted nature extravaganza chose cover makers kings faced numerous difficulties deciding issues personalities best deserved attention
 
0        1            story dr victor freeze told almost completely dialogue afterthought

1        0            rated pg13 mild language adult situations drug use martial art action violence
 
0        1            mr freeze wanted find cure wife bring back brink death would want live world warmth

1        0            107 minutes
 
0        1            indeed cold hearted man

1        0            super 35mm panavision 2 35 1
 
0        1            george clooney tries vain keep rolling eyes reciting dialogue given

1        0            adding jackie chan genre tag line film western gets kick pants rings true
 
0        1            best performances still e r

1        0            disgraced guard wanders desert comes upon roy left dead former gang
 
0        1            bruce wayne unromantic evening girlfriend played elle macpherson brings question bruces latent homosexuality

1        0            buried neck desert roy pleads chon dig
 
0        1            even relationship reserved

1        0            roy directs chon leaves
 
0        1            robins attraction poison ivy believable except boy around age 15

1        0            sticking two chopsticks roys mouth telling dig
 
0        1            later flirtation batgirl smacks incest even though related traditional sense

1        0            chon soon finds confronted angry crow warriors friendly sioux tribe gunslingers horse thinks behaves like dog indian bride brandon merrill running roy
 
0        1            umu thurman struts coos way part showing growing discomfort sex symbol status

1        0            hes called much acting character written depth
 
0        1            performances worthy notice pat hingle michael gough

1        0            owen wilson last seen embarrassing remake haunting gives good natured performance roy obannon
 
0        1            special effects john dykstra production design barbara ling primary stars film

1        0            bad guy thats really bad
 
0        1            one realistic set set piece film

1        0            nothing really looks like nevada locations beautifully shot staged film looked upon loving tribute earlier films genre
 
0        1            master shots pepper action scenes destroying flow kinetic quality may

1        0            action stunts
 
0        1            one look back films lost boys cousins underrated film client know

1        0            well level drunken master 2 jackies hong kong films shanghai noon miles ahead anything jackie done american film
 
0        1            stars

1        0            hated man alive cold cucumber
 
0        1            without believable performance sit back watch atmosphere pretty good places

1        0            remorse wifes comatose condition nonexistant wonder even children difficulty accepting version happened christmas 1980
 
0        1            bad debut director isnt strong de partment

1        0            christmas 1979 sunny von bulow fell deep coma recovered awoke
 
0        1            bottom line yatf yet another tortured future

1        0            immediately hires alan dershowitz renowed harvard law professor acquit
 
0        1            take professional example

1        0            flaws times film gets overly theatrical
 
0        1            also basically violence cheap titilation features central relationship middleaged man twelveyearold girl decidedly ambiguous sexual dimension

1        0            flashbacks good times schroeder doesnt fill blanks
 
0        1            one day forced let someone life girl apartment building knocks door

1        0            movie could benefited increased attention certain developments film could used better ending
 
0        1            name matilda natalie portman rest family killed crooked wired e

1        0            von bulow brutally evil
 
0        1            leon reluctantly takes matilda begins teach profession says wants avenge murder young brother

1        0            adulterous liar cheat likelihood committed murder
 
0        1            two become closer makes vulnerable stansfield learns know much sets eliminate

1        0            end von bulow sadistic ever
 
0        1            relationship leon matilda never clicks neither one given character develop

1        0            obviously fails
 
0        1            jean reno succeeds giving leon haunted desperate quality never makes emotional connection matilda

1        0            meets cripple rico dustin hoffman terrifically good bar
 
0        1            natalie portman wrong part called much grittier quality doesnt much work either

1        0            rico leg paralysed knee walks peculiar way
 
0        1            great deal time professional plain sleazy soft filters world cant disguise fact

1        0            60 filthy cents
 
0        1            renee zellweger stars sonia young jewish wife mother frustrated constraints hasidic community brooklyn

1        0            glad found someone knows
 
0        1            husband glenn fitzgerald religious scholar whose allinadayswork attitude sex fails tame fire feels within confesses rebbe hearing fiery confession rebbe suddenly gets frisky pleasantly surprised wifeand dies next morning

1        0            invites place
 
0        1            sensing frustration husbands brother christopher eccleston gives job jewelry brokering business exchange raw passionless sex fans sonias stillburning flame

1        0            rico asks friendly sleazy somewhatchildish manner smokes ciggy
 
0        1            job sonia befriends ramon allen payne cool blast hunky puerto rican water jewelry designs working grunt upscale jewelry store

1        0            whatre
 
0        1            firetaming far far behind eversmoldering sonia

1        0            goddamn faggot
 
0        1            better fit would julianna margulies outshines zellweger sonias takenocrap sisterinlaw

1        0            want
 
0        1            like something chase long dont know react get

1        0            characters palmetto collectively sweat enough fill lake erie right way capture films ripe atmosphere sensuality tension even farce
 
0        1            still dont know react

1        0            humid floridaset thriller nurtures modestly absurd edginess often winks much good thing since actors director joke
 
0        1            michael jordan winning first nba championship 1991

1        0            far setup concerned movie nothing havent seen patient palmetto spins pretty wicked story twists really dont see coming
 
0        1            thoughts meeting november 21 1997

1        0            harry barber woody harrelson fresh prison hes served couple years crime didnt commit
 
0        1            many times seen storyline

1        0            even though harbors animosity towards obtuse local officials harrys first order business return home town palmetto sculptor girlfriend nina gina gershon
 
0        1            never convinced nerd transformation unconvincing unnecessary

1        0            searching work catches eye rhea malroux elisabeth shue mysterious sexbomb wife palmetto millionaire
 
0        1            kieren culkin brother cook

1        0            rhea proposes scheme thatll get harry 50 000 easy play small part staged kidnaping jailbait stepdaughter odette chloe sevigny
 
0        1            want truly happy dress latest fashions act like bubbleheaded moron

1        0            rhea alluringly coos
 
0        1            know wish hadnt done considering wing commander definitely years worst film far

1        0            part palmetto success attributed performance elisabeth shue demonstrates oscarnominated turn leaving las vegas might merely foreshadowing great things come
 
0        1            wing commander draw large crowds film find phantom menace full trailer attached time

1        0            shues seductive campy delight pulls barbara stanwyckgloria swanson combo admirable relish
 
0        1            trailer phantom menace certainly best part movie experience tonight

1        0            harrelson still fine followup work people vs larry flynt
 
0        1            many people know wing commander based star wars computer game

1        0            palmetto share grievances
 
0        1            found interesting considering fact almost says wing commander star wars movie

1        0            one plots unexpected angles harry asked police become press liaison crime hes involved could played little better
 
0        1            nowhere near level star wars films though

1        0            palmetto didnt want laughed would really tacked climax plays like liveaction framed roger rabbit
 
0        1            definitely worst performance date

1        0            although elements questioned movie works well terms
 
0        1            blairs parents also fought space battles also died

1        0            thanks juicy cast especially shue nifty material approach director volker schlondorff remember last summers suddenly repopular tin drum right
 
0        1            parents pilgrims many people disrespect

1        0            fans revelationheavy endings films got shocks store wont even dream revealing
 
0        1            matthew lillard seems play role every movie one

1        0            palmetto generous amount fun watch thats need know
 
0        1            character stu 1996s scream great one seems like role played space movie

1        0            contact pg theres moment late robert zemeckiss contact reminded started writing movie reviews first place
 
0        1            three small part large group trying stop kilrathi take earth

1        0            dealing much skepticism part government officials wealthy financiers ellie receives vindication stumbles upon incoming radio transmission distant star vega includes instructions building interstellar transport
 
0        1            explains wing commander drags seeming like point events going

1        0            memorable though tom skerritt james woods play rival scientist dr david drumlin national security adviser michael litz respectively especially skerritt embody asshole characters audience hissed every single one appearances
 
0        1            looking two ships flying side side simple tell hanging blue screen behind

1        0            good bad
 
0        1            ship blown fire present four one half second

1        0            also im big fan patton armageddon postman would love see get huge role someday
 
0        1            music pretty much accompanies film entire time

1        0            none three performers given much unfortunately
 
0        1            entire length movie takes place space

1        0            mainly know end opening credits even roll
 
0        1            much fun watch

1        0            theres doubt anyones mind 50 cars successfully stolen filmmakers blew perfectly good opportunity add suspense picture using rival car thief plot line
 
0        1            wanted watch people shoot ships would go watch star wars home

1        0            stands story line wrapped halfway film tidy little package
 
0        1            least star wars pays attention people myth feelings real plot

1        0            making film id rival gang trying get cars memphis crew thereby making memphis improvise
 
0        1            movies finally reached desperate deadend spy hard

1        0            thereby adding meat plot
 
0        1            even ezio gregios silence hams arguably funnier overextended spy actionmovie spoof

1        0            finale essentially big car chase arent ways make car chases interesting anymore
 
0        1            yeah maybe need ray charles driving l bus bound speed bump mr hulk hogan dr joyce brothers also appear movie

1        0            chase also shot edited jerry bruckheimer action sequence kind way leaves audience wondering specifically going scene
 
0        1            something oddly inspiring sight nielsen wearing nuns habit even resulting sister act spoof silly

1        0            sure car chase exactly particulars
 
0        1            bits directly lifted home alone pulp fiction true lies etc etc adolescent males might enjoy mess tho

1        0            hard tell
 
0        1            stay long enough see camera dart inside weird als nostril leave

1        0            finally theres stunt scene comes close challenging bus jumping ramp sequence speed oh dont think
 
0        1            wont miss thing

1        0            despite minor complaints gone sixty seconds pure summer movie entertainment
 
0        1            worst movie ive viewed far 98

1        0            thought provoking shiny loud fun
 
0        1            feel production got little smug script little smart direction somehow lost chaos random events collided together form movie

1        0            pg13
 
0        1            clumsy criminal oaf add laughs cliche

1        0            mother plays football fanatic father plays quiet man odd habits
 
0        1            complaining cliches cliche

1        0            gallos character developed well
 
0        1            always hear cliches

1        0            impression depressed confused clear
 
0        1            ever prime example real mccoy

1        0            buffalo 66 isnt laughs though
 
0        1            might well use training film make bank robbery film 90s

1        0            many scenes dramatic depressing
 
0        1            wants make things right go straight especially fact sixyear old son doesnt even know shes alive

1        0            scenes supposed come funny actually seemed sad real life
 
0        1            wants mccoy pull elaborate heist 18 million dollars bank got caught trying rob six years earlier way somehow due schmidt

1        0            really would liked see gallos parents lot would liked see characters developed
 
0        1            aforementioned cliches brutally abundant

1        0            bottom line hysterical scenes save film sinking bottom
 
0        1            confronts son doesnt even know supposed break tears

1        0            star wars episode 1 phantom menace 1999
 
0        1            suppose mention val kilmer

1        0            movies evoke nostalgia enthusiasm affection like george lucas 1977 classic star wars
 
0        1            got second billing

1        0            arguably americans today explain force jedi budget deficit serb
 
0        1            definitely one avoid folks

1        0            new storyline new cast characters possibly compete legends first trilogy luke han solo darth vader cultural icons
 
0        1            brutality eyes innocent stripped every single day growing something lot emotional potential power behind opening scenes tap little

1        0            challenge fourth star wars film episode one phantom menace hit screens last week
 
0        1            whole idea inhuman soldiertype character gaining degree humanity defending potential female love interest family evil counterpart kill done done much better

1        0            despite early critical reviews major media film neither flop disappointment
 
0        1            action sequences tries deal aforementioned issues humanity performance mr russel film tiny little window soul eyes since dialog extremely limited

1        0            film opens obiwan kenobi ewan mcgregor wise old master introduced luke force original star wars young jedi apprentice still learning fellow jedi instructor quigon jinn liam neeson
 
0        1            film went ideas opened introduction seriously could rather engaging science fiction film

1        0            jedi quickly find negotiations middle planetary invasion rushing protect naboos young queen amidala natalie portman
 
0        1            false information implicates involvement boy girl soon run fleeing open drawbridges across icy lakes corridors power topsecret underground energy facility

1        0            complicating matters mysterious hooded figure darth sidious behind trade blockade invasion naboo sends lethal apprentice darth maul find capture queen amidala
 
0        1            aiding abetting teams shady mentor played excellentbutso performance morgan freeman

1        0            amidala jedi fight save planet soon also deal deadly relentless darth maul
 
0        1            fun fiddling southern accent

1        0            one reasons films story seems hazy confusing unfocused
 
0        1            heed warning

1        0            unclear whose story phantom menace
 
0        1            put bluntly ed wood would proud

1        0            original trilogy movies clearly lukes story stories centering around growth farmboy rebel hero jedi knight
 
0        1            also beautifully anticlimactic ending

1        0            unclear whether new film anakins story obiwans
 
0        1            much truth advertising

1        0            trilogy centered anakin shaky foundation
 
0        1            useless opening sequence men find stone 1914 hieroglyphics

1        0            rest cast fine though often work iffy dialogue lucas
 
0        1            wouldnt till present day 94 till would actually figure

1        0            biggest problem phantom menace plot characters interaction
 
0        1            get suicidal colonel something jack oneill kurt russel wyat earp locks beginning flattop would make howie long snap fetal position

1        0            star wars immediate contrasts memorable exchanges luke han han obiwan leia luke
 
0        1            suicidal colonel

1        0            sequence luke han chewbacca attempt rescue leia cell death star audience learns lot four characters ways react immediate problems
 
0        1            ending

1        0            first course remarkably rich imaginative universe lucas creates
 
0        1            went egypt right

1        0            characters visit magical underwater cities evade dinosaursized sea monsters fight battle droids menacing destroyers venetianlooking planet naboo watch spectacular event part romanchariot race part nascar circuit arid desert planet tatooine head corsucant gothic urban capital republic home galactic senate jedi council
 
0        1            quintessential line lemme tell ya convenient pesudopseudopseudocharacter development

1        0            lucas never settles vague ideas look settings creates rich spectacular landscapes palaces skylines
 
0        1            end wanna go home watch dont know outer limits something

1        0            speaking computergenerated characters review phantom menace complete without mentioning controversial figure film jar jar binks
 
0        1            cant wait premier mst3k

1        0            80 minutes screen time jar jar realization george lucas dream include fully computergenerated character cast new trilogy
 
0        1            first saw independent dark comedy house yes gave subtle impressive performance younger brother one americas freakiest families

1        0            jar jar clumsy amphibian member gungan race literally stumbles way path jedi knights early film becomes qui jons accidental sidekick
 
0        1            lillard gives insane

1        0            jar jar usually performs comicrelief role film lightening scenes mishaps inability stay trouble
 
0        1            actor nudity clause contract two stuntbutts employed couple seminude shots

1        0            animation jar jar nearly seamless interacts characters throughout film really set actors
 
0        1            blucas whose character secretly dates large woman throughout story gets another unique moment late film

1        0            however despite technological magic makes character possible jar jar isnt completely convincing
 
0        1            speech still ends objectifying women remains nice change pace numbingly ordinary movie

1        0            still moves sounds much like cartoon blend scene
 
0        1            9 pathetic attempt improving shakespeare classic

1        0            throughout movie jar jar never transcends roger rabbit like presence
 
0        1            8 another piece teen fluff

1        0            initially found jar jar annoying grew enjoy humor added film
 
0        1            2 poster

1        0            second viewing film jar jar lot fun didnt mind
 
0        1            10a classic 9borderline classic 8excellent 7good 6better average 5average 4disappointing 3poor 2awful 1a crap classic

1        0            bumbling jar jar oneman twoheaded announcer team calling action films thrilling podrace sequence cameo appearance e
 
0        1            good scripts highprofile actors make see truman show instance

1        0            film phantom menace simply lot fun lots halfhidden jokes humor easily missed
 
0        1            well well make feisty magazine editor well make crusty old pilot

1        0            finally phantom menace works films shortage speed action
 
0        1            know

1        0            podrace sequence tatooine one entertaining exciting scenes star wars film final showdown obiwan quigon darth maul arguably best choreographed thrilling fight sequence lucas filmed
 
0        1            well throw distracting subplot fianc e sex really attractive woman acts like bimbo feel guilty

1        0            phantom menace wont win major oscars
 
0        1            feel good story

1        0            probably wont beat titanics box office record
 
0        1            sparks fly brownings inane dialogue drowned actors sheer force talent

1        0            exciting entertaining film far better typical summer blockbuster
 
0        1            even though pirate subplot profoundly dumb prepared pleasantly sidetracked action sequences

1        0            film cant live hype film even original star wars could done
 
0        1            film outright stupid elements subtly horrifying

1        0            probably
 
0        1            serious problem real life six days seven nights reduces chance complexity weak plot device actions makes okay heche kiss ford

1        0            original mad max opening title set plot movie near future thus making one science fiction classics despite future world almost exactly like
 
0        1            1998 far one worst years recent memory summer blockbusters

1        0            walter hill wanted opening title action classic warriors
 
0        1            bothers even people make bigbudget pictures dont realize films becoming parodies

1        0            make movie even distant future plot loosely based anabasis historical book written xenophon greek mercenary soldier described adventures ancient persia 2400 years ago
 
0        1            watching loser occurred amy heckerlings true genius filmmaker casting

1        0            instead ancient persia movie begins contemporary coney island cleon dorsey wright leader warriors local youth gang gets invitation great gathering youth gangs city
 
0        1            seems understand instinctively find performers audience like spite flaws

1        0            crowd enthusiastic small gang rogues led psychopathic luther david patrick kelly uses opportunity assassinate cyrus
 
0        1            unfortunately may also starting understand understands

1        0            police simultaneously raids gathering commotion warriors get blamed killing leader gets killed riffs
 
0        1            giving appealing actors appealing script creates likeable movies

1        0            upon release despite controversies even youth riots allegedly inspired warriors enjoyed immense popularity quickly received kind cult status
 
0        1            naturally heckerling makes protagonist allaround swell guy

1        0            reason probably lies fact movie aged quickly
 
0        1            paul kind guy gives seat subway elderly woman roommates adam zak orth chris tom sadoski noah jimmi simpson kind guys blast music let waterbeds leak paul

1        0            walter hills idea warn public problems urban america failed miserably
 
0        1            theyre pleasant enough watch heckerling gives us plenty scenes establishing nice nice respective antagonists arent

1        0            future much worse vision
 
0        1            gradually becomes clear theres virtually nothing loser scenes sort

1        0            members seem interested unorthodox fashion little petty feuds prosaic public annoying matters like crime
 
0        1            theory loser romantic comedy scarcely laugh found entire film notable exception cameo scenestealing comic actor video store clerk

1        0            vocabulary word arms reserved small knives blunt objects use heavy artillery like handguns
 
0        1            shows none ear quirky dialogue sparked clueless films interest lively plotting surprisingly since cluelesss plot came via jane austens emma

1        0            critics accused hill actually praising youth crime lot arguments favour
 
0        1            since loser film composed almost entirely establishing character might think characters would interesting least slightly complicated

1        0            plot simple serves good basis numerous action scenes
 
0        1            professor alcott isnt manipulative turns dora house slave

1        0            editing superb events happen quick pace exception middle boring moralistic exchanges swann wouldbegirlfriend mercy deborah van valkenburgh drag plot straight action social drama territory
 
0        1            theres ambiguity 30second snippet alan cummings broadway performance emcee cabaret rest loser one thing turn supporting characters comic exaggerations another flatten leads easily digestible mush

1        0            locals gear new millenium lenny nero ralph fiennes goes business peddling erotic memory clips
 
0        1            cluelesss cher selfabsorption manipulative tendencies balance cuteness

1        0            pines exgirlfriend faith juliette lewis noticing another friend mace angela bassett really cares
 
0        1            gift casting proved curse

1        0            director kathryn bigelow knows stuff hesitate use
 
0        1            im sure guys good seems like nice guy talk shows although tad haughty movies makes guy basically indestructable maybe wounded supposedly mortally comes back vengeance goes buddha baddies asses although kinda liked siege

1        0            whole unsatisfying movie
 
0        1            course one change message drilled mind

1        0            ambitious filmmaking discouraged fails achieve goals fails badly obviously
 
0        1            usually dont

1        0            time twist comes form jennifer corvino jennifer connelly bright teenager gift telepathically communicating insects
 
0        1            executive decision id definitely pay dies e

1        0            sent girls boarding school switzerland soon learns series bizarre disappearances least one murder schools population terrified
 
0        1            executive decision

1        0            phenomena imaginative original thriller
 
0        1            seems caine wants something oil factory includes dumping oil inuit land

1        0            director took big gamble soundtrack mixes elements diverse heavy metal band iron maiden exrolling stone bill wyman argentos favourite gothicelectronic outfit goblin
 
0        1            even goes far say dont want kill someone breath asks guy arsenal

1        0            argento fans beware film released outside europe terribly butchered form retitled creepers
 
0        1            squints kills

1        0            deleted nearly half hour footage mainly key dialogue scenes
 
0        1            period

1        0            lets face since waterworld floated summer movie season grown stale
 
0        1            coure one expecting caliber performance

1        0            thank god desperado
 
0        1            also look billy bob thornton one ermeys assasins

1        0            freewheeling sequel el mariachidirector robert rodriguezs notorious 7000 debutstars cool antonio banderas returning guitarist name
 
0        1            extra star fun watch mock

1        0            spends entire story shooting drug dealers sort texmex version punisher
 
0        1            tarzan lost city one anemic movies come quite

1        0            sergio leone
 
0        1            therefore another tarzan movie made one might assume would something new offer different angle original storyline anything set apart others

1        0            sam peckinpah
 
0        1            tarzan lost city hand absolutely nothing offer bunch recycled storylines bad dialogue

1        0            may wince body countat least 100 graphic killings fair estimatebut played laughs
 
0        1            didnt producers think leave back old weissmuller pictures belongs

1        0            someone strict intent correcting mistake
 
0        1            movie starts 1913 civilized english gentleman without english accent marry jane jane march less week

1        0            someone death
 
0        1            first jane refuses go pouting interfere wedding tarzan leaves changes mind tracks therefore assuring lots lame smooch scenes apeman

1        0            high school excursion alexs french class traveling paris airline transport
 
0        1            film gets going sluggish way delves series jungle adventures tarzan jane natives attempt thwart ravens crew discovering city

1        0            delve meat review id like confer
 
0        1            ruin ending anything lost city

1        0            one helluva premise
 
0        1            vegas vacation clark griswold chase decides take family vacation las vegas wife ellen dangelo renew wedding vows

1        0            unlike thrillers setup crisp cool
 
0        1            half way vegas vacation began serious doubts whether would actually single laugh entire film since none point

1        0            deeply sincerely hope momentum wont unspool leaving us secondstring effort nothing cheap derivative shocks
 
0        1            two best things movie ethan embry marisol nichols griswold kids manage couple adventures

1        0            young viewers palpable reason expect kind formula deterioration know last summer sequel idle hands movie nifty premise plunged like anvil urban legend
 
0        1            rusty becomes vegas high roller providing films best moments

1        0            final destination stimulates nerves offers exhilarating retaliation strike bloodspattered slasher crap weve endured throughout past years
 
0        1            brings best moment film

1        0            personality clear written vague nebulous definition resembles walking flashcard saying hello offbeat character designed identify main characters plight
 
0        1            griswolds driving highway holiday road theme original vacation begins play

1        0            toss stereotypical fbi agents daniel roebuck roger guenveur smith ummm
 
0        1            christie brinkley red ferrari also first movie drive

1        0            plot twists fun clever without toppling utter absurdity listen reindeer games
 
0        1            cute moment really remind funny first film far series fallen

1        0            yeah sick humor
 
0        1            theater rating good seats sound picture

1        0            leaking toilet
 
0        1            many philosophies fascinated cartoons

1        0            falling fishing reel corner
 
0        1            film wastes time establishing lighthearted cartoony atmosphere

1        0            murders startling largely unforeseen including one surprise incident made audience jump seats giggle nervously roughly minute afterward
 
0        1            sara claims love says forgets wedding shell stop loving sign childish attitude film denies

1        0            gets sorta tasteless cheap sometimes cares
 
0        1            even cartoons must conflicts resolve surprise major conflicts related

1        0            stylishly executed thriller although tagged laughable circumstances occasional snippet lame dialogue immensely entertaining jaunt dark side
 
0        1            one first rules filmmaking make sure title something film

1        0            death waiting around corner
 
0        1            actors especially williams seem bored tears

1        0            one day american movie superstar anna scott julia roberts walks purchase book turkey
 
0        1            original element film worlds first romance machine human

1        0            quickly enamored two embark upon onagain offagain love affair replete romance humor occasional lump throat
 
0        1            aspect quite twisted think like rest film wont

1        0            following however setup narration william indicating lives
 
0        1            difficult expect much director whose greatest accomplishments date handful awardwinning tv commercials case bubble boy director blair hayes

1        0            dont know filmmakers chose go narration tells us nothing couldnt figured watching first ten minutes film never resurfaces movies beginning
 
0        1            occasionally bubble boy transcends substandard roots glimmers humor scathing social commentary

1        0            film told nearly first person williams point view every scene
 
0        1            moments intelligence delivered mostly films two stars jake gyllenhall immunodeficient jimmy swoosie kurtz overprotective hyper religious reaganloving mother

1        0            great stuff
 
0        1            gyllenhalls sweetnatured delivery jimmys hilariously na narration serves backbone otherwise flimsy comingofage story jimmy bubble boy kid born without immunity could die comes contact single germ plight explored seriously john travolta tv movie boy plastic bubble less seinfeld

1        0            couple instances declares obvious interest nearly come nowhere due fact sure shes thinking times
 
0        1            mom homeschools jimmy filling head wildly twisted conservative propaganda antisexual messages hes befriended chloe marley shelton beautiful girl next door

1        0            anna doesnt get lot compassion
 
